Token	Corpus	Speaker_ID	Genre	Type	SemanticRelation	Whole.Genitive	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy2	Possessum.Animacy2	Possessor.Animacy3	Possessor.Animacy5	PossessorThematicity	Possessor.Length	Possessum.Length	New.TTR	ProtoSemanticRelation
fnG08.01559.022	Frown	G08	Non-fiction	of	OTH	literary treatment of Douglass	Douglass	Douglass	ProperN	Y	literary treatment	treatment	animate	inanimate	animate	animate	-1.560667306	1	2	65	N
fnG08.01623.002	Frown	G08	Non-fiction	s	OTH	Douglass's treatment	Douglass	Douglass	ProperN	Y	treatment	treatment	animate	inanimate	animate	animate	-1.560667306	1	1	74	N
fnG08.01537.012	Frown	G08	Non-fiction	s	OTH	Douglass's skillful work	Douglass	Douglass	ProperN	Y	skillful work	work	animate	inanimate	animate	animate	-1.560667306	1	2	72	N
fnA34.07795.002	Frown	A34	Press	s	OTH	the borrower's ability	the borrower	borrower	CommonN	N	ability	ability	animate	inanimate	animate	animate	-3.301029996	2	1	77	N
fnA02.00394.002	Frown	A02	Press	s	OTH	last week's action	last week	week	CommonN	N	action	action	inanimate	inanimate	inanimate	time	-3.301029996	2	1	79	N
fnA33.07567.002	Frown	A33	Press	of	OTH	the APOTHEOSIS of TOTALITARIANISM	TOTALITARIANISM	TOTALITARIANISM	CommonN	N	the APOTHEOSIS	APOTHEOSIS	inanimate	inanimate	inanimate	inanimate	-3.301029996	1	2	78	N
fnA02.00322.002	Frown	A02	Press	of	OTH	Senate approval of the complex and sweeping energy package	the complex and sweeping energy package	package	CommonN	N	Senate approval	approval	inanimate	inanimate	inanimate	inanimate	-3.301029996	6	2	85	N
fnA04.00805.002	Frown	A04	Press	s	OTH	the prime minister's attempt	the prime minister	prime minister	CommonN	N	attempt	attempt	animate	inanimate	animate	animate	-3.301029996	3	1	83	N
fnA16.03617.002	Frown	A16	Press	s	OTH	Notre Dame's attention	Notre Dame	Notre Dame	ProperN	N	attention	attention	inanimate	inanimate	collective	collective	-3.301029996	2	1	79	N
fnA23.05231.002	Frown	A23	Press	of	OTH	author of the article	the article	article	CommonN	N	author	author	inanimate	animate	inanimate	inanimate	-3.301029996	2	1	79	N
fnA33.07717.052	Frown	A33	Press	s	OTH	the Administration's ban	the Administration	Administration	CommonN	N	ban	ban	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	1	80	N
fnA11.02554.102	Frown	A11	Press	of	OTH	the economic battles of the '90s	the '90s	'90s	CommonN	Y	the economic battles	battles	inanimate	inanimate	inanimate	time	-3.301029996	2	3	78	N
fnA02.00345.002	Frown	A02	Press	s	OTH	House of Representatives' bill	House of Representatives	House of Representatives	ProperN	Y	bill	bill	inanimate	inanimate	collective	collective	-3.301029996	3	1	89	N
fnA23.05202.002	Frown	A23	Press	s	OTH	UC's Boalt Hall	UC	UC	ProperN	N	Boalt Hall	Boalt Hall	inanimate	inanimate	collective	collective	-3.301029996	1	2	78	N
fnA23.05193.002	Frown	A23	Press	of	OTH	the brainchild of writer Alice Adams	writer Alice Adams	Adams	ProperN	Y	the brainchild	brainchild	animate	inanimate	animate	animate	-3.301029996	3	2	86	N
fnA03.00511.002	Frown	A03	Press	of	OTH	the operating budget of the executive office of the president	the executive office of the president	office	CommonN	N	the operating budget	budget	inanimate	inanimate	inanimate	place	-3.301029996	6	3	72	N
fnA13.03032.062	Frown	A13	Press	s	OTH	citizen's cabinet	citizen	citizen	CommonN	N	cabinet	cabinet	animate	inanimate	animate	animate	-3.301029996	1	1	78	N
fnA17.03790.002	Frown	A17	Press	s	OTH	Cinderella's castle	Cinderella	Cinderella	ProperN	N	castle	castle	animate	inanimate	animate	animate	-3.301029996	1	1	76	N
fnA04.00757.002	Frown	A04	Press	of	OTH	chairman of a ceramics firm	a ceramics firm	firm	CommonN	N	chairman	chairman	inanimate	animate	collective	collective	-3.301029996	3	1	83	N
fnA09.02115.002	Frown	A09	Press	of	OTH	chairman of the Joint Chiefs of Staff	the Joint Chiefs of Staff	Chiefs	ProperN	N	chairman	chairman	animate	animate	animate	animate	-3.301029996	5	1	79	N
fnA04.00859.002	Frown	A04	Press	of	OTH	chairman of the Belmont European Policy Center	the Belmont European Policy Center	Center	ProperN	N	chairman	chairman	inanimate	animate	inanimate	place	-3.301029996	5	1	72	N
fnA03.00480.002	Frown	A03	Press	of	OTH	the challenges of the future	the future	future	CommonN	N	the challenges	challenges	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	74	N
fnA06.01359.032	Frown	A06	Press	of	OTH	the claims of communists	communists	communists	CommonN	Y	the claims	claims	animate	inanimate	animate	animate	-3.301029996	1	2	75	N
fnA04.00736.002	Frown	A04	Press	of	OTH	close of World War II	World War II	World War II	ProperN	N	close	close	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	1	88	N
fnA04.00811.002	Frown	A04	Press	of	OTH	co-chairman of the Russian Committee for the Defense of the Kurils	the Russian Committee for the Defense of the Kurils	Committee	ProperN	Y	co-chairman	co-chairman	inanimate	animate	collective	collective	-3.301029996	8	1	84	N
fnA11.02496.032	Frown	A11	Press	of	OTH	the rough-and-tumble code of the schoolboy	the schoolboy	schoolboy	CommonN	N	the rough-and-tumble code	code	animate	inanimate	animate	animate	-3.301029996	2	3	75.28089888	N
fnA34.07790.002	Frown	A34	Press	of	OTH	the crux of the disagreement	the disagreement	disagreement	CommonN	N	the crux	crux	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	76	N
fnA04.00850.002	Frown	A04	Press	of	OTH	the danger of popular referendums	popular referendums	referendums	CommonN	Y	the danger	danger	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	76	N
fnA03.00642.022	Frown	A03	Press	of	OTH	the closing days of World War II	World War II	World War II	ProperN	N	the closing days	days	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	3	78	N
fnA01.00165.052	Frown	A01	Press	of	OTH	the violent death rate of youngsters	youngsters	youngsters	CommonN	Y	the violent death rate	death rate	animate	inanimate	animate	animate	-3.301029996	1	4	73	N
fnA16.03702.002	Frown	A16	Press	of	OTH	the debuts of Taft head coach Troy Starr	Taft head coach Troy Starr	Starr	ProperN	N	the debuts	debuts	animate	inanimate	animate	animate	-3.301029996	5	2	79	N
fnA05.01033.002	Frown	A05	Press	of	OTH	the decline of anti-Israeli unrest	anti-Israeli unrest	unrest	CommonN	N	the decline	decline	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	77	N
fnA01.00005.002	Frown	A01	Press	of	OTH	veto defeat of his presidency	his presidency	presidency	CommonN	N	veto defeat	defeat	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	77	N
fnA17.03815.002	Frown	A17	Press	s	OTH	the nation's toughest defenses	the nation	nation	CommonN	N	toughest defenses	defenses	inanimate	inanimate	inanimate	place	-3.301029996	2	2	83	N
fnA13.02892.002	Frown	A13	Press	of	OTH	more precise definitions of terms	terms	terms	CommonN	Y	more precise definitions	definitions	inanimate	inanimate	inanimate	inanimate	-3.301029996	1	3	76	N
fnA11.02473.082	Frown	A11	Press	s	OTH	their father's apparent demise	their father	father	CommonN	N	apparent demise	demise	animate	inanimate	animate	animate	-3.301029996	2	2	81	N
fnA33.07587.002	Frown	A33	Press	of	OTH	the demons of the past	the past	past	CommonN	N	the demons	demons	inanimate	inanimate	inanimate	time	-3.301029996	2	2	82	N
fnA09.01951.002	Frown	A09	Press	of	OTH	Dennis Walto of the Los Angeles-based International Medical Corps	the Los Angeles-based International Medical Corps	International Medical Corps	ProperN	N	Dennis Walto	Dennis Walto	inanimate	animate	collective	collective	-3.301029996	6	2	81	N
fnA13.02935.072	Frown	A13	Press	of	OTH	some long-term development of skills	skills	skills	CommonN	Y	some long-term development	development	inanimate	inanimate	inanimate	inanimate	-3.301029996	1	3	82	N
fnA13.03028.002	Frown	A13	Press	of	OTH	executive director of the Washington Forest Protection Association	the Washington Forest Protection Association	Association	ProperN	N	executive director	director	inanimate	animate	collective	collective	-3.301029996	5	2	84	N
fnA13.02979.002	Frown	A13	Press	of	OTH	director of the Institute for Urban Research	the Institute for Urban Research	Institute	CommonN	N	director	director	inanimate	animate	collective	collective	-3.301029996	5	1	82	N
fnA13.02993.002	Frown	A13	Press	of	OTH	director of research	research	research	CommonN	N	director	director	inanimate	animate	inanimate	inanimate	-3.301029996	1	1	73	N
fnA34.07954.002	Frown	A34	Press	of	OTH	editor of the California Technology Stock Letter	the California Technology Stock Letter	Letter	ProperN	N	editor	editor	inanimate	animate	inanimate	inanimate	-3.301029996	5	1	75	N
fnA09.01959.082	Frown	A09	Press	of	OTH	combined effects of drought and clan warfare	drought and clan warfare	warfare	CommonN	N	combined effects	effects	inanimate	inanimate	inanimate	inanimate	-3.301029996	4	2	79	N
fnA13.03026.033	Frown	A13	Press	s	OTH	November's election	November	November	ProperN	N	election	election	inanimate	inanimate	inanimate	time	-3.301029996	1	1	81	N
fnA42.09780.002	Frown	A42	Press	s	OTH	China's Empire	China	China	ProperN	N	Empire	Empire	inanimate	inanimate	inanimate	place	-3.301029996	1	1	79	N
fnA04.00740.132	Frown	A04	Press	of	OTH	the southern end of the Kuril chain	the Kuril chain	chain	CommonN	N	the southern end	end	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	3	82	N
fnA34.07836.012	Frown	A34	Press	of	OTH	the end of George Bush 's presidency	George Bush 's presidency	presidency	CommonN	N	the end	end	inanimate	inanimate	inanimate	inanimate	-3.301029996	4	2	71	N
fnA33.07594.052	Frown	A33	Press	s	OTH	the crowd's enthusiasm	the crowd	crowd	CommonN	N	enthusiasm	enthusiasm	inanimate	inanimate	collective	collective	-3.301029996	2	1	84	N
fnA09.01909.002	Frown	A09	Press	s	OTH	the United Nations's special envoy	the United Nations	United Nations	ProperN	Y	special envoy	envoy	inanimate	animate	collective	collective	-3.301029996	3	2	73	N
fnA17.03827.032	Frown	A17	Press	of	OTH	the execution of his teams	his teams	teams	CommonN	Y	the execution	execution	inanimate	inanimate	collective	collective	-3.301029996	2	2	84	N
fnA02.00299.012	Frown	A02	Press	of	OTH	the extension of a racing season	a racing season	season	CommonN	N	the extension	extension	inanimate	inanimate	inanimate	time	-3.301029996	3	2	72	N
fnA11.02452.052	Frown	A11	Press	s	OTH	the Bush administration's failure	the Bush administration	administration	CommonN	N	failure	failure	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	1	77	N
fnA11.02447.092	Frown	A11	Press	s	OTH	John Sununu's fault	John Sununu	Sununu	ProperN	N	fault	fault	animate	inanimate	animate	animate	-3.301029996	2	1	86	N
fnA05.01161.002	Frown	A05	Press	of	OTH	the second floor of a student hostel	a student hostel	hostel	CommonN	N	the second floor	floor	inanimate	inanimate	inanimate	place	-3.301029996	3	3	79	N
fnA05.01054.002	Frown	A05	Press	s	OTH	Iraqi President Saddam Hussein's forces	Iraqi President Saddam Hussein	Saddam Hussein	ProperN	N	forces	forces	animate	inanimate	animate	animate	-3.301029996	4	1	74	N
fnA23.05183.002	Frown	A23	Press	s	OTH	the California Democratic Party Nominees' Fund	the California Democratic Party Nominees	Nominees	CommonN	Y	Fund	Fund	animate	inanimate	animate	animate	-3.301029996	5	1	83	N
fnA17.03930.062	Frown	A17	Press	s	OTH	Saturday night's game	Saturday night	night	CommonN	N	game	game	inanimate	inanimate	inanimate	time	-3.301029996	2	1	83	N
fnA13.03009.003	Frown	A13	Press	s	OTH	Washington State's Governor-Elect	Washington State	Washington State	ProperN	N	Governor-Elect	Governor-Elect	inanimate	animate	inanimate	place	-3.301029996	2	1	79	N
fnA13.02816.002	Frown	A13	Press	of	OTH	the halls and classrooms of Medford High School	Medford High School	Medford High School	ProperN	N	the halls and classrooms	halls	inanimate	inanimate	inanimate	place	-3.301029996	3	4	76	N
fnA23.05249.002	Frown	A23	Press	of	OTH	Anne Halstead of the Port Commission	the Port Commission	Commission	ProperN	N	Anne Halstead	Halstead	inanimate	animate	collective	collective	-3.301029996	3	2	73	N
fnA33.07704.072	Frown	A33	Press	of	OTH	head of the Republican National Coalition for Life	the Republican National Coalition for Life	Coalition	ProperN	N	head	head	inanimate	inanimate	collective	collective	-3.301029996	6	1	79	N
fnA11.02538.082	Frown	A11	Press	of	OTH	head of the National Institutes of Health	the National Institutes of Health	National Institutes of Health	ProperN	N	head	head	inanimate	inanimate	collective	collective	-3.301029996	5	1	77	N
fnA04.00852.032	Frown	A04	Press	s	OTH	the EC Commission's Brussels headquarters	the EC Commission	EC Commission	ProperN	N	Brussels headquarters	headquarters	inanimate	inanimate	collective	collective	-3.301029996	3	2	77	N
fnA42.09685.042	Frown	A42	Press	s	OTH	some big fat research department 's help	some big fat research department	department	CommonN	N	help	help	inanimate	inanimate	collective	collective	-3.301029996	5	1	80	N
fnA25.05670.002	Frown	A25	Press	of	OTH	home of the Korean independence movement	the Korean independence movement	movement	CommonN	N	home	home	inanimate	inanimate	inanimate	inanimate	-3.301029996	4	1	76	N
fnA42.09806.002	Frown	A42	Press	of	OTH	the icons of American cinema	American cinema	cinema	CommonN	N	the icons	icons	inanimate	animate	inanimate	inanimate	-3.301029996	2	2	78	N
fnA11.02507.032	Frown	A11	Press	of	OTH	the improbability of their ticket	their ticket	ticket	CommonN	N	the improbabilty	improbability	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	78	N
fnA16.03545.042	Frown	A16	Press	s	OTH	Ken Moody's interception	Ken Moody	Moody	ProperN	N	interception	interception	animate	inanimate	animate	animate	-3.301029996	2	1	79	N
fnA23.05300.002	Frown	A23	Press	s	OTH	NBC's ire	NBC	NBC	ProperN	N	ire	ire	inanimate	inanimate	collective	collective	-3.301029996	1	1	80.43478261	N
fnA42.09675.082	Frown	A42	Press	of	OTH	king of the forest	the forest	forest	CommonN	N	king	king	inanimate	animate	inanimate	place	-3.301029996	2	1	78.94736842	N
fnA02.00416.002	Frown	A02	Press	of	OTH	the lack of basic health care	basic health care	care	CommonN	N	the lack	lack	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	2	74	N
fnA05.00997.002	Frown	A05	Press	of	OTH	the lawn of the Arkansas governor 's mansion	the Arkansas governor 's mansion	mansion	CommonN	N	the lawn	lawn	inanimate	inanimate	inanimate	inanimate	-3.301029996	5	2	69	N
fnA06.01289.002	Frown	A06	Press	of	OTH	the magic of June	June	June	ProperN	N	the magic	magic	inanimate	inanimate	inanimate	time	-3.301029996	1	2	74	N
fnA04.00883.002	Frown	A04	Press	s	OTH	London's Market &; Opinion Research International	London	London	ProperN	N	Market &; Opinion Research International	Market & Opinion Research International	inanimate	inanimate	inanimate	place	-3.301029996	1	5	71	N
fnA13.02892.002	Frown	A13	Press	of	OTH	the meaning of words	words	words	CommonN	Y	the meaning	meaning	inanimate	inanimate	inanimate	inanimate	-3.301029996	1	2	76	N
fnA01.00063.082	Frown	A01	Press	of	OTH	members of his own party	his own party	party	CommonN	N	members	members	inanimate	animate	collective	collective	-3.301029996	3	1	70	N
fnA33.07611.002	Frown	A33	Press	of	OTH	elected members of the national legislature	the national legislature	legislature	CommonN	N	elected members	members	inanimate	animate	inanimate	inanimate	-3.301029996	3	2	79	N
fnA33.07600.002	Frown	A33	Press	s	OTH	Thailand's military	Thailand	Thailand	ProperN	N	military	military	inanimate	inanimate	inanimate	place	-3.301029996	1	1	82	N
fnA33.07602.002	Frown	A33	Press	of	OTH	the name of democracy	democracy	democracy	CommonN	N	the name	name	inanimate	inanimate	inanimate	inanimate	-3.301029996	1	2	83	N
fnA42.09744.002	Frown	A42	Press	s	OTH	Tucson's popular Downtown Saturday Night	Tucson	Tucson	ProperN	N	popular Downtown Saturday Night	Night	inanimate	inanimate	inanimate	place	-3.301029996	1	4	77	N
fnA25.05622.002	Frown	A25	Press	s	OTH	the chief administrator's office	the chief administrator	administrator	CommonN	N	office	office	animate	inanimate	animate	animate	-3.301029996	3	1	73	N
fnA13.02826.052	Frown	A13	Press	s	OTH	the Massachusetts attorney general's office	the Massachusetts attorney general	attorney	CommonN	N	office	office	animate	inanimate	animate	animate	-3.301029996	4	1	83	N
fnA25.05622.002	Frown	A25	Press	s	OTH	the mayor's office	the mayor	mayor	CommonN	N	office	office	animate	inanimate	animate	animate	-3.301029996	2	1	73	N
fnA05.01033.002	Frown	A05	Press	of	OTH	opponents of the U.S.-brokered peace process	the U.S.-brokered peace process	process	CommonN	Y	opponents	opponents	inanimate	animate	inanimate	inanimate	-3.301029996	4	1	77	N
fnA42.09799.002	Frown	A42	Press	of	OTH	mixed-media paintings of Jeff Falk	Jeff Falk	Falk	ProperN	N	mixed-media paintings	paintings	animate	inanimate	animate	animate	-3.301029996	2	2	82	N
fnA42.09723.022	Frown	A42	Press	s	OTH	someone's passion	someone	someone	CommonN	N	passion	passion	animate	inanimate	animate	animate	-3.301029996	1	1	72	N
fnA11.02454.102	Frown	A11	Press	of	OTH	the plot of the four-part series	the four-part series	series	CommonN	Y	the plot	plot	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	2	79	N
fnA13.02850.002	Frown	A13	Press	of	OTH	the focal point of school enthusiasm	school enthusiasm	enthusiasm	CommonN	N	the focal point	point	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	3	79	N
fnA01.00063.002	Frown	A01	Press	of	OTH	the politics of the issue	the issue	issue	CommonN	N	the politics	politics	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	75	N
fnA33.07513.002	Frown	A33	Press	of	OTH	the population of Bosnia-Herzegovina	Bosnia-Herzegovina	Bosnia-Herzegovina	ProperN	N	the population	population	inanimate	inanimate	inanimate	place	-3.301029996	1	2	76	N
fnA33.07613.092	Frown	A33	Press	of	OTH	the powers of the military-controlled Senate	the military-controlled Senate	Senate	CommonN	N	the powers	powers	inanimate	inanimate	collective	collective	-3.301029996	3	2	81	N
fnA03.00663.002	Frown	A03	Press	s	OTH	the Japanese Foreign Ministry's preoccupation	the Japanese Foreign Ministry	Ministry	ProperN	N	preoccupation	preoccupation	inanimate	inanimate	collective	collective	-3.301029996	4	1	83	N
fnA33.07550.082	Frown	A33	Press	s	OTH	Kurt Waldheim's presidency	Kurt Waldheim	Waldheim	ProperN	N	presidency	presidency	animate	inanimate	animate	animate	-3.301029996	2	1	81	N
fnA13.02850.002	Frown	A13	Press	of	OTH	president of the student council	the student council	council	CommonN	N	president	president	inanimate	animate	collective	collective	-3.301029996	3	1	79	N
fnA11.02567.062	Frown	A11	Press	s	OTH	France's president	France	France	ProperN	Y	president	president	inanimate	animate	inanimate	place	-3.301029996	1	1	77.64705882	N
fnA02.00347.002	Frown	A02	Press	s	OTH	the Hunters Point Naval Shipyard's massive hazardous waste problems	the Hunters Point Naval Shipyard	Hunters Point Naval Shipyard	ProperN	N	massive hazardous waste problems	problems	inanimate	inanimate	inanimate	place	-3.301029996	5	4	88	N
fnA42.09744.002	Frown	A42	Press	s	OTH	Philadelphia's First Friday program	Philadelphia	Philadelphia	ProperN	N	First Friday program	program	inanimate	inanimate	inanimate	place	-3.301029996	1	3	77	N
fnA01.00185.002	Frown	A01	Press	of	OTH	the protection of American jobs	American jobs	jobs	CommonN	Y	the protection	protection	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	72	N
